Date,CustomerID,ProductID,ProductName,Category,Quantity,Price,CustomerRegion,Revenue,Month,Year,Quarter,Weekday,Month_Name
2024-01-17,838,7,Product_40,Clothing,4,8.39,North America,33.56,2024-01,2024,1,Wednesday,January
2023-09-04,747,24,Product_43,Sports,2,66.89,South America,133.78,2023-09,2023,3,Monday,September
2024-09-26,215,6,Product_19,Home & Garden,1,43.02,Africa,43.02,2024-09,2024,3,Thursday,September
2024-04-07,580,35,Product_34,Beauty,1,43.87,Europe,43.87,2024-04,2024,2,Sunday,April
2023-04-23,221,23,Product_4,Books,2,43.51,South America,87.02,2023-04,2023,2,Sunday,April
2024-07-16,983,23,Product_32,Electronics,1,34.06,Asia,34.06,2024-07,2024,3,Tuesday,July
2023-04-16,762,42,Product_43,Electronics,2,11.46,South America,22.92,2023-04,2023,2,Sunday,April
2023-02-21,72,49,Product_4,Home & Garden,1,49.93,Oceania,49.93,2023-02,2023,1,Tuesday,February
2023-10-11,176,34,Product_29,Books,1,27.56,Asia,27.56,2023-10,2023,4,Wednesday,October
2024-08-21,158,48,Product_5,Home & Garden,4,24.76,Oceania,99.04,2024-08,2024,3,Wednesday,August
2024-05-25,222,19,Product_49,Beauty,2,52.47,Asia,104.94,2024-05,2024,2,Saturday,May
2024-06-05,909,47,Product_13,Home & Garden,3,60.54,Europe,181.62,2024-06,2024,2,Wednesday,June
2023-01-04,3,3,Product_11,Sports,1,50.78,Oceania,50.78,2023-01,2023,1,Wednesday,January
2024-08-21,51,41,Product_22,Books,2,28.62,South America,57.24,2024-08,2024,3,Wednesday,August
2024-11-14,11,38,Product_40,Books,1,81.76,Oceania,81.76,2024-11,2024,4,Thursday,November
2023-11-21,193,35,Product_35,Home & Garden,1,135.52,Oceania,135.52,2023-11,2023,4,Tuesday,November
2023-01-29,538,22,Product_15,Books,4,16.59,Oceania,66.36,2023-01,2023,1,Sunday,January
2024-11-27,804,22,Product_9,Beauty,1,13.14,South America,13.14,2024-11,2024,4,Wednesday,November
2024-09-03,21,25,Product_49,Books,1,40.01,North America,40.01,2024-09,2024,3,Tuesday,September
2023-04-06,432,44,Product_50,Toys,2,39.07,Asia,78.14,2023-04,2023,2,Thursday,April
2024-07-27,796,16,Product_47,Electronics,3,49.78459523809524,Europe,149.35378571428572,2024-07,2024,3,Saturday,July
2023-06-27,654,29,Product_5,Home & Garden,1,46.28,North America,46.28,2023-06,2023,2,Tuesday,June
2024-03-10,959,33,Product_50,Toys,4,17.83,North America,71.32,2024-03,2024,1,Sunday,March
2023-08-15,169,28,Product_26,Beauty,1,48.56,Africa,48.56,2023-08,2023,3,Tuesday,August
2023-04-08,12,16,Product_7,Toys,1,50.13,Asia,50.13,2023-04,2023,2,Saturday,April
2024-03-15,151,33,Product_2,Home & Garden,4,24.13,South America,96.52,2024-03,2024,1,Friday,March
2024-06-15,692,16,Product_34,Sports,2,38.44,Asia,76.88,2024-06,2024,2,Saturday,June
2024-08-08,923,35,Product_13,Electronics,3,18.92,Europe,56.760000000000005,2024-08,2024,3,Thursday,August
2023-04-23,442,30,Product_5,Sports,5,6.81,Oceania,34.05,2023-04,2023,2,Sunday,April
2024-07-13,179,30,Product_44,Toys,3,23.3,North America,69.9,2024-07,2024,3,Saturday,July
2023-05-19,199,17,Product_28,Electronics,1,25.56,Oceania,25.56,2023-05,2023,2,Friday,May
2023-07-31,248,49,Product_41,Books,3,37.78,South America,113.34,2023-07,2023,3,Monday,July
2023-03-22,444,24,Product_31,Home & Garden,2,61.54,Europe,123.08,2023-03,2023,1,Wednesday,March
2023-12-13,272,5,Product_12,Home & Garden,3,18.86,South America,56.58,2023-12,2023,4,Wednesday,December
2023-10-08,41,28,Product_47,Toys,1,24.28,Africa,24.28,2023-10,2023,4,Sunday,October
2024-11-04,17,47,Product_19,Clothing,1,35.17,Asia,35.17,2024-11,2024,4,Monday,November
2024-06-26,194,24,Product_42,Toys,1,33.9,Africa,33.9,2024-06,2024,2,Wednesday,June
2023-12-16,820,1,Product_14,Toys,1,131.56,North America,131.56,2023-12,2023,4,Saturday,December
2024-04-14,350,7,Product_18,Sports,1,50.11,Asia,50.11,2024-04,2024,2,Sunday,April
2023-03-21,253,25,Product_27,Books,2,62.07,Europe,124.14,2023-03,2023,1,Tuesday,March
2024-08-14,840,36,Product_32,Beauty,1,32.61,Oceania,32.61,2024-08,2024,3,Wednesday,August
2023-08-08,871,12,Product_27,Electronics,3,0.37,Europe,1.1099999999999999,2023-08,2023,3,Tuesday,August
2023-05-28,36,23,Product_16,Electronics,1,62.27,North America,62.27,2023-05,2023,2,Sunday,May
2023-06-16,554,7,Product_30,Sports,1,33.23,Asia,33.23,2023-06,2023,2,Friday,June
2024-09-07,875,18,Product_39,Home & Garden,1,56.87,Asia,56.87,2024-09,2024,3,Saturday,September
2024-12-02,576,38,Product_47,Electronics,4,24.74,North America,98.96,2024-12,2024,4,Monday,December
2024-05-13,76,5,Product_27,Toys,1,40.46,Europe,40.46,2024-05,2024,2,Monday,May
2024-03-24,907,49,Product_50,Home & Garden,1,8.29,Europe,8.29,2024-03,2024,1,Sunday,March
2024-08-25,67,23,Product_32,Electronics,1,29.4,South America,29.4,2024-08,2024,3,Sunday,August
2023-10-12,754,50,Product_35,Clothing,1,137.39,Africa,137.39,2023-10,2023,4,Thursday,October
2024-10-01,135,26,Product_23,Clothing,4,70.39,Africa,281.56,2024-10,2024,4,Tuesday,October
2023-01-15,975,40,Product_17,Beauty,1,25.73,Europe,25.73,2023-01,2023,1,Sunday,January
2024-09-22,38,38,Product_50,Books,2,54.62,South America,109.24,2024-09,2024,3,Sunday,September
2024-01-20,85,39,Product_18,Books,2,21.01,Africa,42.02,2024-01,2024,1,Saturday,January
2023-07-31,583,7,Product_16,Beauty,1,55.44,Oceania,55.44,2023-07,2023,3,Monday,July
2024-07-21,524,29,Product_15,Toys,2,24.26,Asia,48.52,2024-07,2024,3,Sunday,July
2024-08-26,134,35,Product_6,Sports,1,13.85,Oceania,13.85,2024-08,2024,3,Monday,August
2024-09-22,795,36,Product_46,Toys,1,49.78459523809524,Asia,49.78459523809524,2024-09,2024,3,Sunday,September
2024-01-09,564,11,Product_37,Home & Garden,2,18.09,South America,36.18,2024-01,2024,1,Tuesday,January
2023-10-13,556,10,Product_33,Books,2,36.61,Oceania,73.22,2023-10,2023,4,Friday,October
2024-11-22,538,36,Product_5,Toys,4,27.19,Africa,108.76,2024-11,2024,4,Friday,November
2023-05-12,946,28,Product_25,Home & Garden,1,69.99,Oceania,69.99,2023-05,2023,2,Friday,May
2024-03-20,612,50,Product_27,Electronics,1,13.97,Asia,13.97,2024-03,2024,1,Wednesday,March
2023-06-19,760,22,Product_18,Home & Garden,1,87.77,Europe,87.77,2023-06,2023,2,Monday,June
2024-12-24,987,17,Product_16,Electronics,3,33.28,Europe,99.84,2024-12,2024,4,Tuesday,December
2023-05-23,285,35,Product_13,Books,2,45.77,South America,91.54,2023-05,2023,2,Tuesday,May
2023-07-20,254,22,Product_37,Sports,2,44.56,South America,89.12,2023-07,2023,3,Thursday,July
2023-08-24,596,27,Product_6,Electronics,2,13.65,Africa,27.3,2023-08,2023,3,Thursday,August
2023-05-14,996,34,Product_49,Sports,2,62.23,South America,124.46,2023-05,2023,2,Sunday,May
2023-07-11,656,10,Product_49,Sports,3,59.11,Oceania,177.32999999999998,2023-07,2023,3,Tuesday,July
2024-06-24,333,26,Product_4,Toys,5,18.68,Asia,93.4,2024-06,2024,2,Monday,June
2023-05-13,690,46,Product_10,Books,2,62.99,South America,125.98,2023-05,2023,2,Saturday,May
2024-09-10,808,16,Product_40,Electronics,1,60.89,Asia,60.89,2024-09,2024,3,Tuesday,September
2024-12-24,84,19,Product_18,Sports,1,57.16,South America,57.16,2024-12,2024,4,Tuesday,December
2024-06-23,965,28,Product_25,Home & Garden,4,31.4,South America,125.6,2024-06,2024,2,Sunday,June
2024-02-09,184,26,Product_15,Electronics,3,58.14,Europe,174.42000000000002,2024-02,2024,1,Friday,February
2024-12-16,278,27,Product_21,Toys,1,13.7,South America,13.7,2024-12,2024,4,Monday,December
2024-11-04,675,26,Product_30,Home & Garden,1,42.34,Africa,42.34,2024-11,2024,4,Monday,November
2024-12-04,897,15,Product_13,Sports,3,25.76,South America,77.28,2024-12,2024,4,Wednesday,December
2023-05-31,700,16,Product_35,Beauty,2,100.0,Africa,200.0,2023-05,2023,2,Wednesday,May
2024-09-18,498,29,Product_39,Home & Garden,5,5.46,Oceania,27.3,2024-09,2024,3,Wednesday,September
2024-03-30,829,1,Product_26,Sports,3,74.53,Oceania,223.59,2024-03,2024,1,Saturday,March
2024-03-30,193,3,Product_20,Clothing,1,30.76,South America,30.76,2024-03,2024,1,Saturday,March
2024-11-13,690,31,Product_43,Electronics,3,63.56,Asia,190.68,2024-11,2024,4,Wednesday,November
2023-07-10,252,45,Product_4,Electronics,1,36.22,Oceania,36.22,2023-07,2023,3,Monday,July
2023-09-12,131,7,Product_20,Books,4,72.85,Africa,291.4,2023-09,2023,3,Tuesday,September
2023-06-10,464,23,Product_4,Electronics,3,76.78,North America,230.34,2023-06,2023,2,Saturday,June
2023-01-29,767,44,Product_39,Electronics,2,37.18,Europe,74.36,2023-01,2023,1,Sunday,January
2024-01-13,777,29,Product_33,Clothing,2,43.8,Africa,87.6,2024-01,2024,1,Saturday,January
2023-05-02,482,42,Product_38,Clothing,3,14.44,Oceania,43.32,2023-05,2023,2,Tuesday,May
2023-08-11,731,25,Product_42,Sports,1,10.23,South America,10.23,2023-08,2023,3,Friday,August
2023-08-13,554,36,Product_13,Beauty,4,6.1,Africa,24.4,2023-08,2023,3,Sunday,August
2024-03-17,39,12,Product_34,Sports,2,33.34,Oceania,66.68,2024-03,2024,1,Sunday,March
2024-02-18,169,1,Product_38,Clothing,1,45.15,Europe,45.15,2024-02,2024,1,Sunday,February
2024-09-03,324,10,Product_17,Sports,1,4.3,North America,4.3,2024-09,2024,3,Tuesday,September
2024-05-05,405,16,Product_4,Books,4,64.76,South America,259.04,2024-05,2024,2,Sunday,May
2023-03-04,216,6,Product_43,Electronics,5,53.16,South America,265.79999999999995,2023-03,2023,1,Saturday,March
2023-11-24,762,35,Product_2,Electronics,3,9.71,Asia,29.130000000000003,2023-11,2023,4,Friday,November
2023-06-16,713,40,Product_28,Sports,2,73.96,Asia,147.92,2023-06,2023,2,Friday,June
2024-07-28,548,9,Product_10,Books,2,53.24,Asia,106.48,2024-07,2024,3,Sunday,July
2024-01-01,790,16,Product_15,Clothing,1,59.46,South America,59.46,2024-01,2024,1,Monday,January
2023-04-08,705,10,Product_30,Books,2,35.37,South America,70.74,2023-04,2023,2,Saturday,April
2023-11-20,369,32,Product_38,Books,3,33.35,Oceania,100.05000000000001,2023-11,2023,4,Monday,November
2023-12-12,98,38,Product_11,Clothing,1,47.0,Asia,47.0,2023-12,2023,4,Tuesday,December
2024-10-03,967,5,Product_45,Sports,1,6.89,Asia,6.89,2024-10,2024,4,Thursday,October
2023-07-15,34,32,Product_21,Clothing,1,52.69,South America,52.69,2023-07,2023,3,Saturday,July
2023-09-21,382,50,Product_41,Sports,3,75.8,Asia,227.39999999999998,2023-09,2023,3,Thursday,September
2023-04-03,433,46,Product_27,Toys,3,34.7,North America,104.10000000000001,2023-04,2023,2,Monday,April
2024-11-09,855,18,Product_42,Toys,3,86.66,Europe,259.98,2024-11,2024,4,Saturday,November
2024-11-21,739,7,Product_12,Beauty,3,12.1,Oceania,36.3,2024-11,2024,4,Thursday,November
2023-02-03,795,22,Product_18,Beauty,1,49.78459523809524,Asia,49.78459523809524,2023-02,2023,1,Friday,February
2023-03-25,607,33,Product_13,Home & Garden,2,46.24,North America,92.48,2023-03,2023,1,Saturday,March
2024-01-11,929,41,Product_30,Beauty,3,22.89,South America,68.67,2024-01,2024,1,Thursday,January
2023-06-02,255,25,Product_40,Electronics,1,21.66,North America,21.66,2023-06,2023,2,Friday,June
2023-09-06,35,33,Product_40,Toys,2,21.05,Asia,42.1,2023-09,2023,3,Wednesday,September
2024-10-21,31,14,Product_23,Beauty,3,67.61,Europe,202.82999999999998,2024-10,2024,4,Monday,October
2023-02-04,297,21,Product_47,Beauty,2,3.45,South America,6.9,2023-02,2023,1,Saturday,February
2024-10-14,824,46,Product_9,Books,1,10.84,Asia,10.84,2024-10,2024,4,Monday,October
2023-03-15,837,31,Product_24,Beauty,3,39.03,Africa,117.09,2023-03,2023,1,Wednesday,March
2023-02-07,386,41,Product_5,Clothing,1,36.59,Europe,36.59,2023-02,2023,1,Tuesday,February
2024-11-25,106,50,Product_16,Toys,1,44.49,Oceania,44.49,2024-11,2024,4,Monday,November
2023-09-24,385,5,Product_49,Books,1,77.86,Oceania,77.86,2023-09,2023,3,Sunday,September
2024-12-02,667,26,Product_35,Sports,1,18.89,North America,18.89,2024-12,2024,4,Monday,December
2023-09-18,443,15,Product_47,Home & Garden,3,46.0,South America,138.0,2023-09,2023,3,Monday,September
2024-11-28,772,30,Product_47,Clothing,1,44.26,Africa,44.26,2024-11,2024,4,Thursday,November
2024-07-28,268,17,Product_34,Home & Garden,1,69.43,Africa,69.43,2024-07,2024,3,Sunday,July
2023-07-27,307,38,Product_26,Beauty,2,22.06,Oceania,44.12,2023-07,2023,3,Thursday,July
2023-12-09,813,43,Product_8,Clothing,1,53.8,Oceania,53.8,2023-12,2023,4,Saturday,December
2024-01-30,256,8,Product_5,Sports,1,94.89,Asia,94.89,2024-01,2024,1,Tuesday,January
2024-07-06,650,7,Product_24,Clothing,3,28.67,Africa,86.01,2024-07,2024,3,Saturday,July
2024-07-19,671,38,Product_50,Electronics,2,11.02,Europe,22.04,2024-07,2024,3,Friday,July
2024-03-09,751,50,Product_15,Electronics,2,76.22,Oceania,152.44,2024-03,2024,1,Saturday,March
2023-02-14,632,23,Product_38,Sports,3,33.39,Africa,100.17,2023-02,2023,1,Tuesday,February
2023-07-03,826,31,Product_22,Books,1,129.43,Asia,129.43,2023-07,2023,3,Monday,July
2024-01-15,60,31,Product_36,Toys,3,43.75,North America,131.25,2024-01,2024,1,Monday,January
2023-02-09,146,46,Product_34,Home & Garden,2,26.26,Africa,52.52,2023-02,2023,1,Thursday,February
2023-02-04,205,9,Product_10,Electronics,1,33.08,Oceania,33.08,2023-02,2023,1,Saturday,February
2023-09-23,986,19,Product_40,Sports,4,65.93,South America,263.72,2023-09,2023,3,Saturday,September
2024-11-02,832,14,Product_32,Beauty,1,20.57,North America,20.57,2024-11,2024,4,Saturday,November
2024-06-20,145,47,Product_8,Clothing,5,49.22,Africa,246.1,2024-06,2024,2,Thursday,June
2024-10-29,657,37,Product_44,Books,3,41.66,Europe,124.97999999999999,2024-10,2024,4,Tuesday,October
2023-01-18,291,18,Product_46,Beauty,1,58.1,Europe,58.1,2023-01,2023,1,Wednesday,January
2024-06-22,304,5,Product_7,Beauty,3,98.23,South America,294.69,2024-06,2024,2,Saturday,June
2023-09-25,980,33,Product_6,Books,1,35.41,Asia,35.41,2023-09,2023,3,Monday,September
2024-03-03,204,11,Product_36,Clothing,1,28.73,Oceania,28.73,2024-03,2024,1,Sunday,March
2023-10-19,508,17,Product_22,Toys,3,27.5,South America,82.5,2023-10,2023,4,Thursday,October
2023-02-23,951,18,Product_47,Toys,1,30.14,Europe,30.14,2023-02,2023,1,Thursday,February
2024-08-17,927,2,Product_43,Electronics,1,83.27,Asia,83.27,2024-08,2024,3,Saturday,August
2024-07-10,298,44,Product_21,Sports,6,42.22,Europe,253.32,2024-07,2024,3,Wednesday,July
2024-05-25,988,26,Product_45,Clothing,1,40.95,South America,40.95,2024-05,2024,2,Saturday,May
2023-03-18,795,23,Product_16,Toys,1,101.49,North America,101.49,2023-03,2023,1,Saturday,March
2024-09-18,471,32,Product_15,Toys,2,76.5,Oceania,153.0,2024-09,2024,3,Wednesday,September
2023-09-04,312,34,Product_1,Clothing,2,53.75,North America,107.5,2023-09,2023,3,Monday,September
2024-03-08,758,11,Product_3,Sports,2,73.74,Oceania,147.48,2024-03,2024,1,Friday,March
2023-07-18,736,13,Product_6,Books,1,30.95,Africa,30.95,2023-07,2023,3,Tuesday,July
2023-10-09,657,29,Product_20,Beauty,1,51.18,South America,51.18,2023-10,2023,4,Monday,October
2024-03-21,394,6,Product_10,Clothing,1,52.16,Asia,52.16,2024-03,2024,1,Thursday,March
2023-05-23,569,38,Product_21,Home & Garden,1,82.69,South America,82.69,2023-05,2023,2,Tuesday,May
2023-05-12,775,3,Product_25,Clothing,2,48.1,Asia,96.2,2023-05,2023,2,Friday,May
2023-01-02,513,48,Product_16,Toys,1,49.78459523809524,Asia,49.78459523809524,2023-01,2023,1,Monday,January
2024-09-25,641,9,Product_27,Toys,2,35.79,North America,71.58,2024-09,2024,3,Wednesday,September
2024-02-19,65,18,Product_6,Beauty,1,40.77,Asia,40.77,2024-02,2024,1,Monday,February
2023-08-11,757,19,Product_21,Sports,1,15.41,Europe,15.41,2023-08,2023,3,Friday,August
2023-11-14,333,18,Product_50,Electronics,6,27.88,Asia,167.28,2023-11,2023,4,Tuesday,November
2024-11-21,88,17,Product_9,Beauty,1,42.98,Asia,42.98,2024-11,2024,4,Thursday,November
2023-11-07,930,43,Product_28,Sports,3,78.77,Europe,236.31,2023-11,2023,4,Tuesday,November
2024-07-22,953,42,Product_49,Electronics,2,34.35,North America,68.7,2024-07,2024,3,Monday,July
2024-04-23,162,22,Product_24,Toys,2,46.87,Europe,93.74,2024-04,2024,2,Tuesday,April
2024-01-10,537,13,Product_47,Clothing,3,89.04,Africa,267.12,2024-01,2024,1,Wednesday,January
2023-10-04,265,29,Product_27,Electronics,3,51.22,Europe,153.66,2023-10,2023,4,Wednesday,October
2024-05-18,828,40,Product_31,Beauty,3,29.58,Africa,88.74,2024-05,2024,2,Saturday,May
2024-02-19,856,45,Product_49,Home & Garden,1,33.19,Europe,33.19,2024-02,2024,1,Monday,February
2023-06-04,698,5,Product_17,Clothing,1,95.93,South America,95.93,2023-06,2023,2,Sunday,June
2024-01-28,523,29,Product_16,Toys,2,49.78459523809524,Africa,99.56919047619049,2024-01,2024,1,Sunday,January
2024-08-04,697,35,Product_30,Books,1,94.69,South America,94.69,2024-08,2024,3,Sunday,August
2023-08-06,853,45,Product_23,Beauty,1,57.17,North America,57.17,2023-08,2023,3,Sunday,August
2024-10-03,744,26,Product_40,Books,1,29.35,South America,29.35,2024-10,2024,4,Thursday,October
2023-04-26,371,11,Product_40,Beauty,4,29.71,North America,118.84,2023-04,2023,2,Wednesday,April
2024-12-16,620,46,Product_26,Clothing,4,9.41,Oceania,37.64,2024-12,2024,4,Monday,December
2023-10-19,970,10,Product_5,Sports,1,30.65,South America,30.65,2023-10,2023,4,Thursday,October
2024-06-04,591,29,Product_18,Home & Garden,2,59.32,Africa,118.64,2024-06,2024,2,Tuesday,June
2023-08-24,236,9,Product_41,Toys,2,29.05,Asia,58.1,2023-08,2023,3,Thursday,August
2023-01-11,639,50,Product_6,Electronics,2,59.65,South America,119.3,2023-01,2023,1,Wednesday,January
2024-06-26,852,23,Product_7,Books,4,23.86,Oceania,95.44,2024-06,2024,2,Wednesday,June
2024-02-01,318,19,Product_12,Clothing,3,93.22,Asia,279.65999999999997,2024-02,2024,1,Thursday,February
2024-12-07,267,20,Product_23,Beauty,4,14.34,South America,57.36,2024-12,2024,4,Saturday,December
2023-03-29,36,28,Product_39,Clothing,1,37.1,Africa,37.1,2023-03,2023,1,Wednesday,March
2024-04-05,490,39,Product_50,Home & Garden,2,59.11,North America,118.22,2024-04,2024,2,Friday,April
2023-05-16,762,50,Product_30,Home & Garden,2,102.17,Oceania,204.34,2023-05,2023,2,Tuesday,May
2024-02-09,96,49,Product_30,Electronics,2,14.04,North America,28.08,2024-02,2024,1,Friday,February
2023-12-19,426,13,Product_22,Beauty,9,32.01,Asia,288.09,2023-12,2023,4,Tuesday,December
2024-10-11,523,7,Product_13,Electronics,4,16.82,South America,67.28,2024-10,2024,4,Friday,October
2024-05-11,213,4,Product_4,Clothing,1,98.17,Africa,98.17,2024-05,2024,2,Saturday,May
2023-03-04,350,6,Product_36,Electronics,1,54.89,Europe,54.89,2023-03,2023,1,Saturday,March
2023-04-18,891,11,Product_9,Beauty,2,93.53,South America,187.06,2023-04,2023,2,Tuesday,April
2024-10-04,703,43,Product_29,Electronics,1,91.43,Asia,91.43,2024-10,2024,4,Friday,October
2023-06-26,439,11,Product_28,Beauty,1,86.38,Asia,86.38,2023-06,2023,2,Monday,June
2024-05-24,662,3,Product_50,Toys,1,49.36,Europe,49.36,2024-05,2024,2,Friday,May
2023-04-27,425,21,Product_15,Clothing,1,51.62,Oceania,51.62,2023-04,2023,2,Thursday,April
2024-04-20,70,3,Product_38,Toys,1,24.44,South America,24.44,2024-04,2024,2,Saturday,April
2024-01-18,578,7,Product_17,Toys,3,13.27,Oceania,39.81,2024-01,2024,1,Thursday,January
2023-09-13,301,28,Product_17,Home & Garden,3,26.2,Africa,78.6,2023-09,2023,3,Wednesday,September
2024-04-28,876,25,Product_21,Beauty,2,125.09,Asia,250.18,2024-04,2024,2,Sunday,April
2023-10-05,568,16,Product_8,Beauty,3,84.24,Africa,252.71999999999997,2023-10,2023,4,Thursday,October
2023-10-26,52,20,Product_3,Books,4,69.83,North America,279.32,2023-10,2023,4,Thursday,October
2024-05-08,759,20,Product_7,Electronics,1,55.35,South America,55.35,2024-05,2024,2,Wednesday,May
2023-11-23,10,22,Product_25,Sports,6,11.15,Africa,66.9,2023-11,2023,4,Thursday,November
2023-05-16,833,3,Product_29,Beauty,3,17.68,Africa,53.04,2023-05,2023,2,Tuesday,May
2024-03-03,115,46,Product_19,Books,3,13.03,South America,39.089999999999996,2024-03,2024,1,Sunday,March
2023-02-16,853,19,Product_23,Beauty,1,37.36,Africa,37.36,2023-02,2023,1,Thursday,February
2024-08-20,72,38,Product_10,Books,2,19.16,South America,38.32,2024-08,2024,3,Tuesday,August
2023-02-01,852,29,Product_31,Sports,1,15.77,Europe,15.77,2023-02,2023,1,Wednesday,February
2023-02-21,188,48,Product_23,Home & Garden,3,71.56,Oceania,214.68,2023-02,2023,1,Tuesday,February
2023-01-28,29,18,Product_20,Electronics,3,68.18,Oceania,204.54000000000002,2023-01,2023,1,Saturday,January
2024-07-23,225,12,Product_37,Electronics,6,16.15,Oceania,96.89999999999999,2024-07,2024,3,Tuesday,July
2023-09-27,790,34,Product_36,Toys,1,20.83,Africa,20.83,2023-09,2023,3,Wednesday,September
2023-03-26,2,3,Product_47,Books,1,4.77,Oceania,4.77,2023-03,2023,1,Sunday,March
2024-10-18,336,49,Product_9,Books,2,90.02,Africa,180.04,2024-10,2024,4,Friday,October
2023-07-16,225,44,Product_47,Electronics,1,24.56,Europe,24.56,2023-07,2023,3,Sunday,July
2024-07-10,999,27,Product_9,Toys,2,58.31,Africa,116.62,2024-07,2024,3,Wednesday,July
2024-02-09,836,17,Product_42,Home & Garden,1,3.85,South America,3.85,2024-02,2024,1,Friday,February
2024-09-04,667,47,Product_42,Sports,1,41.47,Oceania,41.47,2024-09,2024,3,Wednesday,September
2023-01-22,972,2,Product_2,Electronics,4,42.02,South America,168.08,2023-01,2023,1,Sunday,January
2024-01-29,917,47,Product_31,Home & Garden,3,12.76,Oceania,38.28,2024-01,2024,1,Monday,January
2024-07-26,443,27,Product_43,Clothing,1,12.93,Asia,12.93,2024-07,2024,3,Friday,July
2024-02-24,373,45,Product_49,Beauty,1,54.82,Europe,54.82,2024-02,2024,1,Saturday,February
2023-04-29,696,12,Product_8,Books,2,14.7,South America,29.4,2023-04,2023,2,Saturday,April
2023-10-11,654,12,Product_8,Electronics,1,86.08,North America,86.08,2023-10,2023,4,Wednesday,October
2024-05-06,758,18,Product_43,Clothing,1,38.13,Africa,38.13,2024-05,2024,2,Monday,May
2024-05-28,154,11,Product_25,Clothing,1,64.27,Oceania,64.27,2024-05,2024,2,Tuesday,May
2023-10-05,194,47,Product_1,Clothing,1,38.45,Oceania,38.45,2023-10,2023,4,Thursday,October
2024-12-19,319,4,Product_5,Clothing,4,53.58,Oceania,214.32,2024-12,2024,4,Thursday,December
2024-01-25,710,42,Product_19,Clothing,2,14.98,Europe,29.96,2024-01,2024,1,Thursday,January
2024-03-22,310,17,Product_42,Electronics,2,41.84,North America,83.68,2024-03,2024,1,Friday,March
2023-09-05,264,19,Product_17,Electronics,2,57.59,Asia,115.18,2023-09,2023,3,Tuesday,September
2024-12-04,292,12,Product_50,Books,1,26.52,South America,26.52,2024-12,2024,4,Wednesday,December
2024-09-15,683,31,Product_13,Sports,1,27.51,North America,27.51,2024-09,2024,3,Sunday,September
2024-06-04,66,35,Product_12,Electronics,1,51.63,North America,51.63,2024-06,2024,2,Tuesday,June
2023-07-09,941,28,Product_3,Beauty,1,102.51,Africa,102.51,2023-07,2023,3,Sunday,July
2023-01-10,46,19,Product_4,Electronics,1,45.17,Oceania,45.17,2023-01,2023,1,Tuesday,January
2023-05-10,753,1,Product_17,Electronics,2,9.89,Europe,19.78,2023-05,2023,2,Wednesday,May
2023-08-16,615,33,Product_48,Electronics,2,19.51,South America,39.02,2023-08,2023,3,Wednesday,August
2024-07-01,13,21,Product_26,Books,2,29.53,South America,59.06,2024-07,2024,3,Monday,July
2024-09-09,176,43,Product_29,Electronics,2,20.39,Oceania,40.78,2024-09,2024,3,Monday,September
2023-07-22,853,6,Product_26,Books,2,23.91,South America,47.82,2023-07,2023,3,Saturday,July
2024-08-05,17,10,Product_38,Books,2,29.14,Europe,58.28,2024-08,2024,3,Monday,August
2024-02-20,506,42,Product_12,Electronics,1,17.99,Oceania,17.99,2024-02,2024,1,Tuesday,February
2023-10-12,242,14,Product_2,Beauty,4,14.25,Asia,57.0,2023-10,2023,4,Thursday,October
2023-01-05,717,50,Product_10,Sports,1,37.29,North America,37.29,2023-01,2023,1,Thursday,January
2023-02-13,26,36,Product_28,Home & Garden,2,45.3,Europe,90.6,2023-02,2023,1,Monday,February
2024-09-05,860,49,Product_44,Electronics,3,79.08,Africa,237.24,2024-09,2024,3,Thursday,September
2024-06-29,255,49,Product_27,Clothing,2,14.5,Europe,29.0,2024-06,2024,2,Saturday,June
2023-02-16,312,32,Product_11,Sports,2,32.85,Oceania,65.7,2023-02,2023,1,Thursday,February
2023-07-04,115,46,Product_1,Toys,1,22.49,North America,22.49,2023-07,2023,3,Tuesday,July
2024-09-25,975,8,Product_33,Books,1,14.86,Europe,14.86,2024-09,2024,3,Wednesday,September
2024-10-26,414,1,Product_18,Electronics,3,50.21,Africa,150.63,2024-10,2024,4,Saturday,October
2023-07-21,846,43,Product_5,Home & Garden,2,9.24,South America,18.48,2023-07,2023,3,Friday,July
2023-12-30,384,32,Product_28,Home & Garden,1,34.09,Oceania,34.09,2023-12,2023,4,Saturday,December
2023-01-30,899,2,Product_10,Beauty,2,55.54,Asia,111.08,2023-01,2023,1,Monday,January
2023-05-04,112,50,Product_15,Toys,2,16.09,South America,32.18,2023-05,2023,2,Thursday,May
2023-04-14,553,50,Product_31,Toys,2,74.61,Asia,149.22,2023-04,2023,2,Friday,April
2023-09-22,658,31,Product_35,Toys,2,77.16,Oceania,154.32,2023-09,2023,3,Friday,September
2024-02-18,84,23,Product_37,Books,2,17.71,South America,35.42,2024-02,2024,1,Sunday,February
2024-02-08,559,18,Product_37,Clothing,4,69.39,Europe,277.56,2024-02,2024,1,Thursday,February
2023-12-10,833,28,Product_26,Clothing,4,29.62,South America,118.48,2023-12,2023,4,Sunday,December
2024-11-16,899,50,Product_10,Beauty,3,46.79,Europe,140.37,2024-11,2024,4,Saturday,November
2024-02-14,147,29,Product_13,Beauty,2,67.42,Oceania,134.84,2024-02,2024,1,Wednesday,February
