Date,CustomerID,ProductID,ProductName,Category,Quantity,Price,CustomerRegion
2024-02-04,932,2,Product_25,Beauty,2,16.48,North America
2023-09-09,977,36,Product_20,Electronics,1,14.02,Oceania
2024-12-23,7,35,Product_50,Home & Garden,3,62.75,Asia
2024-06-19,485,29,Product_31,Sports,1,25.4,South America
2024-08-28,389,16,Product_27,Home & Garden,5,60.47,Oceania
2024-07-21,526,50,Product_14,Sports,1,11.43,South America
2023-12-28,408,37,Product_20,Beauty,6,45.81,Asia
2023-09-25,32,27,Product_44,Books,1,41.06,Asia
2024-08-19,35,48,Product_10,Toys,3,59.93,Asia
2023-09-05,440,18,Product_12,Electronics,1,45.82,Asia
2024-06-22,855,32,Product_17,Books,1,69.76,Africa
2024-01-17,912,39,Product_45,Sports,1,17.41,Oceania
2023-09-04,835,39,Product_25,Home & Garden,2,84.48,Oceania
2024-04-07,509,9,Product_5,Books,2,14.2,Oceania
2023-06-06,80,36,Product_17,Home & Garden,1,24.29,North America
2023-07-24,995,6,Product_49,Beauty,1,50.5,North America
2023-07-25,218,50,Product_36,Home & Garden,2,63.49,South America
2024-04-30,276,49,Product_18,Electronics,1,23.5,Europe
2024-02-01,458,14,Product_9,Sports,1,54.17,Oceania
2024-11-09,160,39,Product_14,Home & Garden,1,39.98,North America
2023-06-12,351,42,Product_32,Books,2,122.33,Europe
2024-09-20,876,15,Product_38,Books,1,108.13,Asia
2024-07-28,435,36,Product_28,Home & Garden,2,38.12,South America
2024-04-24,111,25,Product_21,Clothing,1,40.52,North America
2023-05-15,506,38,Product_47,Toys,1,106.57,Oceania
2023-05-28,225,41,Product_44,Home & Garden,6,100.58,Oceania
2024-06-14,119,2,Product_44,Home & Garden,3,6.4,South America
2023-12-27,763,30,Product_7,Home & Garden,4,3.38,Africa
2024-01-21,978,27,Product_21,Toys,1,25.75,Asia
2023-11-25,908,46,Product_30,Toys,3,22.14,Europe
2023-12-27,778,36,Product_10,Electronics,1,35.09,Asia
2023-08-13,469,16,Product_39,Toys,2,51.28,Africa
2024-05-13,445,20,Product_4,Home & Garden,2,84.92,Oceania
2023-07-04,798,43,Product_3,Electronics,4,74.2,Europe
2024-04-18,950,44,Product_17,Beauty,3,38.52,Oceania
2024-06-22,649,36,Product_29,Home & Garden,2,31.1,Asia
2023-08-14,578,27,Product_23,Clothing,3,19.07,Asia
2023-12-11,903,31,Product_2,Beauty,3,68.29,South America
2024-01-24,792,35,Product_30,Home & Garden,1,50.27,Europe
2023-10-18,887,30,Product_34,Toys,1,10.18,Europe
2024-03-20,224,15,Product_21,Books,2,17.36,Asia
2024-09-09,780,2,Product_10,Sports,4,59.14,Africa
2023-10-25,672,50,Product_41,Home & Garden,1,72.52,Europe
2024-07-07,169,3,Product_16,Home & Garden,2,58.53,Asia
2024-06-23,903,45,Product_22,Beauty,3,82.4,South America
2024-02-29,80,34,Product_43,Clothing,2,21.08,Africa
2024-09-29,812,38,Product_20,Sports,1,3.97,Oceania
2023-09-27,709,47,Product_21,Toys,1,23.87,Europe
2023-02-27,126,9,Product_46,Sports,1,75.75,Oceania
2023-09-26,96,17,Product_3,Sports,1,113.68,Africa
2023-12-09,204,34,Product_23,Electronics,4,78.54,Europe
2023-07-28,63,9,Product_16,Electronics,1,,Africa
2024-09-11,46,13,Product_25,Electronics,3,68.44,Asia
2023-06-10,58,35,Product_46,Home & Garden,3,41.45,Europe
2024-03-07,19,19,Product_12,Books,2,95.33,Asia
2024-11-08,579,6,Product_12,Home & Garden,3,19.09,North America
2024-10-06,884,8,Product_21,Electronics,3,2.97,Asia
2024-12-22,191,30,Product_33,Home & Garden,3,33.26,Asia
2024-11-29,678,25,Product_15,Sports,7,19.28,Europe
2024-11-10,544,29,Product_14,Sports,3,7.18,North America
2023-03-18,330,49,Product_21,Electronics,1,28.21,Africa
2024-11-21,398,10,Product_33,Electronics,7,26.08,Africa
2023-10-01,959,14,Product_28,Books,1,43.41,Africa
2023-04-07,821,19,Product_47,Home & Garden,1,62.26,Asia
2023-09-14,126,49,Product_47,Sports,1,15.85,Asia
2024-12-25,321,26,Product_10,Books,1,76.24,Africa
2023-12-17,846,37,Product_19,Sports,1,25.46,North America
2023-04-24,746,6,Product_7,Home & Garden,3,65.09,Europe
2023-10-11,585,8,Product_21,Beauty,1,207.71,Europe
2023-10-21,375,22,Product_31,Books,2,13.06,North America
2024-09-16,840,50,Product_20,Electronics,3,14.14,South America
2024-06-01,391,9,Product_37,Sports,3,85.04,South America
2023-04-17,75,40,Product_9,Home & Garden,1,31.58,South America
2023-05-13,168,18,Product_21,Toys,1,10.73,Europe
2023-08-21,727,49,Product_25,Home & Garden,1,57.44,North America
2023-10-12,933,46,Product_7,Sports,1,93.04,South America
2023-09-03,583,3,Product_22,Toys,3,101.22,South America
2024-05-03,669,43,Product_36,Beauty,2,59.69,Asia
2024-10-26,265,28,Product_9,Home & Garden,2,32.02,North America
2024-07-16,288,24,Product_43,Beauty,2,65.13,North America
2023-10-02,141,14,Product_32,Electronics,1,19.15,Oceania
2024-04-19,986,32,Product_30,Books,3,60.25,Oceania
2024-12-11,807,22,Product_41,Toys,7,50.05,Europe
2023-07-19,25,38,Product_38,Books,1,17.46,Africa
2023-05-08,358,36,Product_46,Sports,3,145.39,South America
2024-02-24,205,40,Product_11,Home & Garden,2,14.42,Asia
2024-10-01,111,43,Product_16,Sports,2,12.95,Europe
2024-06-30,894,11,Product_20,Beauty,3,113.04,Asia
2023-01-26,669,8,Product_44,Clothing,3,29.79,North America
2023-01-13,921,2,Product_24,Home & Garden,2,66.4,North America
2023-08-06,847,46,Product_47,Home & Garden,2,131.68,Oceania
2023-07-10,163,8,Product_5,Sports,1,41.07,Asia
2023-11-23,698,30,Product_48,Toys,1,159.96,Asia
2023-07-24,869,25,Product_23,Books,3,21.26,Asia
2023-11-01,799,48,Product_10,Sports,1,12.65,Asia
2023-12-07,932,32,Product_18,Clothing,3,60.06,Asia
2024-12-23,133,5,Product_14,Books,3,7.29,Africa
2023-04-29,856,39,Product_50,Books,5,4.09,Europe
2024-06-22,959,47,Product_41,Beauty,1,101.65,Asia
2023-11-22,926,40,Product_15,Books,3,66.09,Asia
2023-07-01,955,24,Product_22,Toys,1,25.05,South America
2023-02-23,145,36,Product_22,Toys,2,23.5,Oceania
2024-08-01,191,43,Product_22,Toys,1,84.26,Europe
2024-10-30,552,40,Product_45,Toys,2,87.23,Africa
2023-11-15,261,25,Product_9,Home & Garden,1,116.9,South America
2023-06-16,831,44,Product_32,Toys,3,102.35,Europe
2023-02-25,649,42,Product_5,Beauty,2,71.27,South America
2024-12-28,216,14,Product_37,Books,6,72.83,Europe
2024-10-05,502,4,Product_6,Clothing,3,82.71,Asia
2024-03-09,17,49,Product_28,Home & Garden,3,44.3,Asia
2024-07-26,497,40,Product_40,Sports,1,105.25,South America
2024-10-24,155,39,Product_43,Sports,3,78.37,Africa
2024-09-28,312,25,Product_33,Electronics,1,42.23,North America
2024-04-19,217,4,Product_9,Beauty,1,57.16,North America
2024-11-23,836,10,Product_35,Sports,1,29.34,Europe
2024-07-19,79,15,Product_11,Beauty,1,126.86,Europe
2023-01-16,901,1,Product_19,Clothing,2,58.91,Europe
2023-07-17,53,11,Product_15,Electronics,1,10.79,Africa
2024-07-14,190,13,Product_8,Home & Garden,2,102.47,North America
2024-01-20,637,36,Product_46,Electronics,2,16.62,Europe
2024-09-22,821,8,Product_14,Clothing,3,40.64,Asia
2023-04-30,975,2,Product_37,Books,2,59.42,South America
2024-12-24,687,13,Product_12,Beauty,3,24.66,Oceania
2023-05-14,614,9,Product_20,Sports,5,15.9,Africa
2023-11-05,249,26,Product_10,Home & Garden,4,14.14,Asia
2024-07-12,194,32,Product_15,Sports,3,33.9,Asia
2024-12-30,513,30,Product_43,Clothing,3,80.46,South America
2024-07-24,952,42,Product_16,Beauty,1,61.64,Asia
2023-10-12,464,46,Product_40,Clothing,2,65.8,South America
2023-11-09,76,49,Product_6,Toys,6,82.21,Africa
2024-08-05,262,45,Product_42,Toys,1,72.43,Europe
2023-07-08,209,13,Product_34,Home & Garden,1,32.64,Oceania
2024-01-08,378,33,Product_41,Books,2,20.98,Oceania
2023-08-28,348,13,Product_12,Beauty,1,46.32,Asia
2023-05-17,628,31,Product_33,Books,3,122.93,Oceania
2023-01-14,283,38,Product_19,Sports,1,21.78,North America
2023-09-17,218,18,Product_41,Sports,1,13.83,Africa
2024-09-20,472,4,Product_21,Toys,1,66.19,South America
2023-12-24,557,5,Product_31,Books,3,18.1,Europe
2024-11-10,698,15,Product_19,Clothing,7,82.78,Africa
2024-02-03,493,30,Product_48,Books,1,33.82,Africa
2023-01-24,201,27,Product_7,Beauty,4,98.0,South America
2024-10-04,824,41,Product_38,Beauty,2,60.42,Africa
2024-04-22,185,47,Product_46,Home & Garden,1,36.45,Asia
2024-07-14,368,47,Product_23,Books,4,261.09,North America
2024-10-30,710,23,Product_31,Sports,2,206.7,South America
2023-03-31,498,46,Product_34,Toys,2,8.81,Africa
2023-02-24,524,19,Product_15,Electronics,1,12.02,South America
2023-07-08,75,50,Product_50,Toys,4,48.63,Oceania
2023-06-08,701,23,Product_22,Beauty,2,38.53,Africa
2024-03-11,806,44,Product_2,Sports,2,116.11,South America
2023-04-15,719,50,Product_8,Books,1,37.93,South America
2024-06-07,292,29,Product_11,Sports,1,72.49,North America
2024-08-15,451,43,Product_18,Clothing,1,18.82,Europe
2023-02-09,914,25,Product_42,Electronics,1,21.47,North America
2024-12-07,565,19,Product_26,Beauty,3,41.02,Europe
2023-11-27,11,12,Product_40,Electronics,1,79.31,Europe
2024-03-15,757,36,Product_17,Sports,3,51.18,Europe
2023-12-30,601,28,Product_33,Beauty,4,,South America
2023-11-20,867,19,Product_31,Electronics,4,43.95,Oceania
2023-05-11,325,26,Product_41,Clothing,1,48.5,Africa
2023-03-10,843,29,Product_45,Books,2,11.95,Asia
2024-10-20,216,1,Product_12,Sports,4,36.8,North America
2024-10-16,865,39,Product_10,Toys,3,24.59,Oceania
2023-06-23,116,41,Product_35,Clothing,2,27.27,Europe
2024-03-27,911,47,Product_14,Beauty,1,33.64,Asia
2023-11-20,651,13,Product_50,Clothing,3,27.72,North America
2023-06-12,164,38,Product_39,Toys,1,48.72,Europe
2023-04-14,372,9,Product_36,Electronics,1,59.37,Africa
2024-10-21,998,1,Product_35,Books,3,88.06,South America
2023-06-02,491,26,Product_45,Beauty,2,76.52,South America
2024-06-07,139,27,Product_23,Electronics,1,71.24,Asia
2024-06-29,381,3,Product_6,Beauty,2,6.82,South America
2023-11-09,55,43,Product_13,Electronics,3,18.62,Europe
2024-03-05,518,19,Product_1,Toys,1,18.07,North America
2024-05-15,241,42,Product_27,Beauty,1,,Europe
2024-02-08,518,3,Product_10,Home & Garden,1,92.28,North America
2023-05-18,652,19,Product_40,Toys,3,9.22,Europe
2023-05-22,809,42,Product_13,Sports,1,7.01,Asia
2023-09-26,251,50,Product_42,Sports,4,217.65,North America
2024-02-16,315,10,Product_7,Toys,1,28.32,Africa
2024-02-01,749,30,Product_40,Clothing,2,128.24,North America
2023-02-25,110,49,Product_16,Electronics,3,20.0,Africa
2024-12-20,312,48,Product_21,Clothing,1,9.93,Asia
2024-07-27,670,40,Product_50,Sports,3,31.24,Africa
2023-10-31,559,41,Product_49,Sports,2,76.78,North America
2024-07-31,848,5,Product_22,Electronics,2,52.96,Oceania
2023-06-28,432,17,Product_13,Toys,1,100.31,Oceania
2024-02-17,580,32,Product_49,Books,1,20.86,Europe
2024-12-04,433,42,Product_37,Home & Garden,1,175.83,Oceania
2023-07-07,305,38,Product_16,Clothing,3,140.54,North America
2024-03-28,424,4,Product_5,Sports,2,39.67,North America
2023-08-16,16,42,Product_41,Home & Garden,6,79.77,Asia
2024-12-27,556,47,Product_39,Electronics,4,37.43,Asia
2024-07-25,610,34,Product_36,Books,2,60.93,North America
2024-05-06,336,26,Product_23,Electronics,1,31.89,Asia
2024-11-23,215,35,Product_37,Sports,3,85.16,Asia
2024-08-01,482,38,Product_24,Beauty,1,84.37,Africa
2024-05-14,864,50,Product_13,Beauty,4,52.13,Oceania
2023-07-01,852,14,Product_28,Beauty,2,24.83,Asia
2024-08-20,436,33,Product_25,Home & Garden,2,26.36,Asia
2024-04-07,563,16,Product_23,Beauty,1,54.92,Europe
2023-04-28,854,46,Product_23,Home & Garden,4,33.91,Africa
2023-01-07,128,33,Product_35,Books,1,87.36,North America
2023-07-19,119,32,Product_37,Beauty,2,48.11,Europe
2023-09-29,758,8,Product_19,Books,2,96.2,South America
2023-12-09,891,47,Product_44,Electronics,6,26.96,Asia
2024-03-06,421,3,Product_26,Clothing,4,87.02,South America
2023-12-18,13,5,Product_44,Clothing,1,39.55,South America
2024-03-04,274,29,Product_15,Home & Garden,1,113.51,Europe
2023-05-09,822,25,Product_20,Clothing,2,,North America
2024-11-27,771,37,Product_31,Books,1,41.5,South America
2024-07-04,451,42,Product_11,Beauty,2,49.34,Africa
2024-11-29,485,25,Product_21,Home & Garden,1,49.59,North America
2023-01-23,131,9,Product_4,Electronics,2,85.59,Oceania
2024-07-21,480,35,Product_28,Home & Garden,4,42.15,Africa
2023-09-18,199,22,Product_36,Clothing,1,79.74,Europe
2023-07-02,794,38,Product_45,Beauty,3,22.2,Oceania
2023-01-31,293,45,Product_38,Beauty,2,22.78,Africa
2023-04-23,706,10,Product_47,Books,3,45.59,Asia
2023-10-22,579,9,Product_40,Sports,2,13.44,Europe
2023-12-17,843,17,Product_40,Electronics,1,89.74,Europe
2024-09-08,469,5,Product_35,Beauty,1,2.08,Europe
2024-11-16,703,12,Product_41,Toys,3,82.57,Africa
2023-09-12,264,39,Product_37,Sports,1,64.23,Europe
2023-07-22,740,35,Product_4,Books,2,24.91,Africa
2024-07-17,627,19,Product_35,Electronics,3,39.99,Asia
2024-07-21,99,21,Product_1,Home & Garden,3,43.07,Africa
2024-10-16,826,23,Product_38,Electronics,1,41.58,North America
2024-08-09,478,50,Product_11,Home & Garden,1,89.66,Oceania
2023-12-18,108,35,Product_21,Toys,1,54.16,Oceania
2023-01-23,234,33,Product_13,Toys,3,,North America
2023-01-21,387,48,Product_10,Toys,2,73.11,Asia
2024-11-19,516,26,Product_32,Sports,4,10.58,Oceania
2024-04-27,216,30,Product_30,Books,1,37.9,Asia
2023-06-24,346,21,Product_9,Beauty,2,,North America
2024-07-05,479,15,Product_50,Clothing,1,78.74,Europe
2023-12-07,59,31,Product_26,Beauty,1,67.43,Oceania
2023-06-22,662,44,Product_17,Electronics,1,6.74,Africa
2024-10-04,886,3,Product_8,Beauty,6,91.56,Africa
2023-03-27,577,25,Product_41,Home & Garden,3,71.5,Africa
2024-07-15,90,40,Product_2,Toys,3,14.55,South America
2024-10-12,776,46,Product_46,Beauty,1,24.54,Asia
2023-12-18,463,12,Product_37,Sports,3,42.59,Europe
2024-08-05,885,18,Product_2,Home & Garden,1,40.54,Europe
2023-04-29,775,35,Product_23,Sports,1,100.27,Africa
2023-09-16,476,4,Product_50,Home & Garden,1,36.07,Oceania
2024-07-14,798,8,Product_18,Sports,2,65.53,Africa
2023-06-28,641,4,Product_10,Clothing,1,15.65,Asia
2024-05-30,774,9,Product_26,Clothing,3,50.23,South America
2024-02-02,450,45,Product_48,Home & Garden,3,26.5,North America
2024-01-08,299,33,Product_19,Toys,1,76.92,Africa
2023-08-23,255,10,Product_8,Clothing,2,75.05,Europe
2024-05-20,564,37,Product_9,Books,2,55.09,North America
2023-07-22,948,23,Product_17,Sports,1,16.18,Asia
2023-02-11,455,3,Product_14,Home & Garden,1,67.62,South America
2024-12-15,457,7,Product_14,Beauty,1,35.69,Asia
2024-12-05,166,26,Product_6,Books,1,100.44,Oceania
2023-02-21,179,22,Product_47,Electronics,2,69.64,North America
2024-02-17,723,6,Product_5,Clothing,2,40.66,Africa
2024-04-10,154,42,Product_16,Beauty,1,21.06,Asia
2023-08-27,434,46,Product_29,Electronics,2,31.76,Europe
2023-01-19,160,50,Product_8,Toys,3,14.75,Asia
2024-09-17,706,36,Product_1,Clothing,2,45.81,Asia
2023-05-01,761,25,Product_25,Clothing,2,36.01,Europe
2024-05-01,971,48,Product_48,Books,2,44.93,Europe
2023-11-01,6,9,Product_42,Toys,3,34.79,Europe
2024-04-30,443,28,Product_24,Books,9,36.1,Europe
2023-12-11,999,31,Product_15,Toys,3,,Africa
2023-10-15,707,15,Product_27,Home & Garden,1,14.53,Europe
2024-08-07,959,4,Product_48,Clothing,2,82.52,Oceania
2023-09-22,7,29,Product_14,Books,2,17.86,North America
2023-10-14,952,35,Product_26,Home & Garden,4,12.92,South America
2023-12-13,384,1,Product_34,Books,3,38.79,North America
2023-02-08,173,29,Product_30,Clothing,1,77.03,Oceania
2024-11-02,920,11,Product_11,Electronics,4,12.66,North America
2023-01-01,109,32,Product_19,Sports,2,10.5,Africa
2023-05-29,639,30,Product_23,Beauty,1,86.06,Asia
2023-02-18,161,4,Product_18,Beauty,2,6.95,South America
2024-11-04,497,23,Product_10,Books,1,26.98,South America
2024-09-17,9,43,Product_4,Clothing,1,38.94,Africa
2024-09-29,260,47,Product_35,Beauty,1,35.35,South America
2024-09-19,965,21,Product_27,Beauty,1,63.77,Asia
2024-05-16,632,4,Product_11,Books,1,109.68,Africa
2023-02-17,921,3,Product_26,Clothing,2,70.8,Asia
2024-12-10,315,38,Product_21,Books,4,66.66,Africa
2024-01-29,596,17,Product_13,Sports,1,16.37,Europe
2023-01-30,73,41,Product_27,Home & Garden,6,70.88,Africa
2023-09-14,976,38,Product_23,Books,2,69.36,Europe
2023-01-07,591,15,Product_48,Books,1,25.98,Oceania
2024-04-03,259,9,Product_6,Toys,2,66.71,Europe
2024-05-11,868,40,Product_2,Toys,1,44.81,South America
2023-12-27,946,17,Product_32,Electronics,3,6.49,Asia
2023-07-02,697,36,Product_33,Books,1,50.67,North America
2024-06-09,990,21,Product_21,Clothing,1,32.73,South America
2023-05-17,233,45,Product_33,Electronics,4,25.33,Europe
2024-08-08,121,15,Product_6,Clothing,2,7.79,Oceania
2024-10-24,600,45,Product_10,Beauty,3,151.19,Asia
2024-09-18,337,20,Product_50,Beauty,1,52.49,South America
2024-12-26,314,23,Product_37,Beauty,1,67.65,North America
2024-06-23,992,22,Product_49,Electronics,3,52.57,South America
2024-10-27,456,28,Product_18,Sports,4,69.96,South America
2024-12-17,865,3,Product_34,Toys,10,91.12,Oceania
2024-09-09,796,24,Product_7,Home & Garden,2,37.81,Africa
2023-05-20,477,24,Product_33,Beauty,4,14.83,Asia
2024-02-12,75,44,Product_17,Sports,4,77.94,Asia
2024-01-11,421,44,Product_24,Toys,3,15.02,Oceania
2023-04-04,32,23,Product_12,Clothing,1,44.84,Asia
2024-06-24,975,47,Product_12,Clothing,2,6.7,Oceania
2024-08-29,233,48,Product_16,Sports,1,22.47,Africa
2023-08-07,872,17,Product_37,Beauty,1,10.74,North America
2023-02-13,393,26,Product_27,Books,4,31.72,North America
2024-01-12,32,38,Product_25,Home & Garden,6,16.0,Asia
2024-09-16,461,14,Product_30,Sports,2,15.07,Europe
2024-09-15,782,14,Product_45,Electronics,1,19.5,North America
2024-03-20,342,29,Product_46,Clothing,2,51.33,Oceania
2023-04-28,450,30,Product_4,Clothing,3,140.01,Oceania
2023-01-24,470,40,Product_39,Electronics,1,41.67,Europe
2024-09-20,570,14,Product_9,Toys,2,54.47,North America
2024-08-13,857,7,Product_26,Home & Garden,3,40.33,Africa
2023-10-15,908,31,Product_41,Clothing,3,40.26,Oceania
2024-02-10,616,33,Product_32,Toys,4,63.88,North America
2023-05-29,528,17,Product_32,Electronics,1,21.94,Africa
2023-10-18,422,15,Product_50,Beauty,3,39.39,Europe
2023-05-20,466,6,Product_18,Electronics,1,3.11,North America
2024-05-15,522,12,Product_5,Toys,3,130.09,South America
2023-08-06,940,44,Product_39,Beauty,1,62.26,North America
2024-03-02,403,32,Product_23,Books,2,,Asia
2024-04-15,704,12,Product_21,Books,2,67.69,South America
2023-02-27,728,18,Product_47,Sports,3,88.87,Oceania
2024-04-28,702,1,Product_3,Sports,1,68.57,Europe
2024-05-23,627,39,Product_48,Sports,2,19.59,North America
2023-04-21,551,13,Product_11,Toys,2,6.87,North America
2024-09-16,316,45,Product_32,Beauty,4,96.71,North America
2024-01-12,4,26,Product_14,Sports,2,87.03,Oceania
2024-05-12,178,48,Product_8,Beauty,3,45.66,North America
2024-01-12,545,9,Product_14,Sports,4,61.59,North America
2023-10-18,618,15,Product_24,Toys,2,70.46,Asia
2024-08-14,750,44,Product_6,Clothing,4,33.7,Oceania
2023-05-11,382,33,Product_15,Toys,1,26.46,North America
2024-08-08,185,43,Product_28,Toys,1,44.4,Europe
2024-05-18,984,19,Product_13,Books,2,56.83,Europe
2024-04-24,401,42,Product_2,Home & Garden,3,78.14,Europe
2024-11-13,545,19,Product_23,Sports,4,32.6,Europe
2023-10-31,316,42,Product_26,Toys,1,5.8,South America
2024-11-09,176,25,Product_34,Toys,3,59.47,Oceania
2023-01-30,730,38,Product_22,Toys,1,59.09,Europe
2023-05-04,800,11,Product_48,Toys,2,42.76,Oceania
2024-10-05,251,47,Product_26,Sports,5,40.71,Asia
2024-08-26,938,41,Product_42,Sports,1,113.09,Europe
2023-06-23,372,23,Product_49,Beauty,3,7.37,North America
2023-02-07,197,13,Product_48,Sports,3,37.43,Oceania
2023-06-09,334,48,Product_15,Home & Garden,4,46.61,Asia
2024-06-20,220,37,Product_12,Electronics,1,24.64,Europe
2024-12-05,672,37,Product_12,Electronics,1,16.31,Europe
2023-03-01,485,11,Product_1,Clothing,1,168.15,South America
2024-04-28,213,10,Product_12,Beauty,5,135.0,North America
2023-11-14,12,29,Product_38,Clothing,1,28.21,South America
2024-11-10,8,35,Product_9,Books,1,44.61,Africa
2024-08-31,224,28,Product_24,Clothing,2,110.07,Asia
2024-02-10,601,14,Product_10,Clothing,1,27.63,Asia
2023-03-21,228,35,Product_47,Toys,6,91.73,Asia
2024-07-12,753,50,Product_8,Toys,1,10.38,North America
2023-02-24,905,30,Product_25,Toys,7,35.1,Asia
2024-09-25,837,26,Product_2,Electronics,3,25.85,Europe
2023-02-06,181,25,Product_29,Sports,3,27.57,Europe
2023-05-12,348,31,Product_23,Beauty,2,38.08,Africa
2023-07-06,938,16,Product_36,Home & Garden,2,14.49,Asia
2024-03-02,578,35,Product_47,Sports,3,137.78,Africa
2024-07-23,707,9,Product_8,Toys,2,22.92,Africa
2024-04-03,796,38,Product_17,Clothing,1,13.68,Oceania
2023-05-15,90,14,Product_27,Clothing,5,20.06,South America
2024-09-14,703,45,Product_12,Beauty,1,15.82,North America
2024-08-29,311,6,Product_39,Electronics,2,42.21,Europe
2024-04-19,905,17,Product_46,Sports,1,28.87,South America
2023-11-04,403,37,Product_5,Home & Garden,1,16.98,Oceania
2023-02-15,722,29,Product_28,Electronics,4,55.26,Africa
2024-01-05,102,20,Product_24,Electronics,2,97.06,Africa
2024-09-03,115,18,Product_6,Toys,1,113.68,Europe
2023-05-05,38,13,Product_42,Home & Garden,1,20.49,Africa
2024-02-06,860,5,Product_18,Toys,2,58.71,South America
2024-06-04,140,36,Product_37,Electronics,1,36.92,North America
2023-06-24,88,15,Product_29,Electronics,3,10.94,Africa
2023-05-30,886,21,Product_6,Books,3,85.65,Oceania
2023-11-13,876,12,Product_26,Home & Garden,1,63.03,South America
2023-03-15,96,28,Product_10,Home & Garden,2,37.43,Asia
2023-04-29,371,29,Product_5,Books,3,58.55,Asia
2023-05-07,246,42,Product_27,Electronics,1,49.47,Africa
2023-02-25,688,36,Product_1,Books,1,38.01,Asia
2024-08-22,568,44,Product_1,Home & Garden,3,23.63,Asia
2023-07-10,711,35,Product_11,Electronics,2,82.74,Asia
2024-02-25,225,22,Product_31,Beauty,1,14.02,South America
2024-01-10,703,27,Product_13,Beauty,2,148.02,North America
2023-01-16,216,43,Product_7,Books,3,29.71,South America
2023-07-27,174,32,Product_17,Clothing,4,37.92,Africa
2023-05-12,306,38,Product_29,Sports,3,27.57,Oceania
2023-12-28,312,29,Product_39,Books,6,27.24,South America
2023-02-11,74,41,Product_22,Home & Garden,2,47.31,Europe
2024-09-12,587,25,Product_19,Sports,1,45.55,Asia
2024-07-26,38,6,Product_40,Electronics,1,70.91,Asia
2023-02-11,611,22,Product_24,Clothing,1,119.87,Asia
2023-11-21,807,7,Product_32,Home & Garden,3,69.3,Oceania
2023-07-22,302,20,Product_29,Clothing,2,19.45,Oceania
2023-12-15,219,43,Product_2,Beauty,1,122.39,Oceania
2024-09-21,252,18,Product_25,Electronics,1,113.12,Africa
2023-11-18,459,34,Product_41,Books,3,54.71,South America
2023-04-03,248,30,Product_13,Toys,2,11.89,North America
2023-04-09,951,49,Product_43,Electronics,1,62.18,Oceania
2023-11-12,717,47,Product_25,Home & Garden,4,17.58,South America
2023-10-03,497,5,Product_41,Beauty,1,133.62,Oceania
2024-04-06,871,24,Product_48,Clothing,2,45.0,Oceania
2023-02-07,348,21,Product_38,Electronics,1,60.56,Oceania
2023-08-19,320,9,Product_33,Clothing,1,13.08,Asia
2023-01-05,863,20,Product_4,Clothing,2,62.54,North America
2024-05-30,640,18,Product_46,Books,1,52.86,Oceania
2024-06-24,410,28,Product_7,Clothing,2,36.04,Oceania
2023-01-27,807,22,Product_19,Home & Garden,4,45.0,Europe
2023-08-07,561,2,Product_40,Sports,1,163.81,South America
2024-05-31,497,34,Product_22,Beauty,1,39.01,Oceania
2024-03-15,285,33,Product_1,Toys,1,44.0,Oceania
2024-12-01,953,24,Product_19,Books,3,27.34,Asia
2023-02-13,228,27,Product_15,Electronics,6,72.12,Oceania
2023-07-26,341,23,Product_21,Clothing,1,38.38,Africa
2024-07-31,662,6,Product_44,Clothing,2,15.88,North America
2023-12-19,782,43,Product_12,Books,1,76.62,Asia
2024-11-16,612,33,Product_27,Sports,1,29.94,Asia
2023-12-17,932,27,Product_29,Toys,4,244.72,Europe
2023-10-21,481,6,Product_8,Home & Garden,2,69.59,Europe
2023-01-07,40,10,Product_13,Beauty,2,107.24,Africa
2024-07-15,839,35,Product_30,Toys,2,36.65,Africa
2023-07-20,411,32,Product_48,Sports,1,20.82,Africa
2023-04-01,58,50,Product_47,Clothing,4,6.31,Asia
2024-02-15,183,31,Product_30,Books,1,74.07,Asia
2024-11-08,863,24,Product_42,Books,6,106.51,Europe
2023-03-01,795,18,Product_45,Beauty,1,25.63,Asia
2023-06-25,193,5,Product_13,Sports,1,24.98,Europe
2023-08-04,491,33,Product_21,Books,1,17.83,Europe
2024-09-28,117,24,Product_1,Books,2,56.57,Asia
2024-04-17,556,6,Product_42,Beauty,1,54.84,Oceania
2024-02-01,127,30,Product_19,Clothing,3,35.47,Oceania
2024-12-18,867,16,Product_50,Electronics,1,36.02,Asia
2023-12-03,921,38,Product_42,Beauty,4,50.57,North America
2024-07-18,400,49,Product_24,Sports,1,27.6,Asia
2023-10-25,325,24,Product_7,Toys,2,61.84,Oceania
2023-02-22,730,9,Product_30,Books,4,79.7,North America
2023-11-23,73,34,Product_39,Clothing,3,49.35,Europe
2023-04-09,732,29,Product_6,Books,1,66.23,Oceania
2024-04-02,628,49,Product_49,Books,3,155.78,Europe
2024-12-14,422,17,Product_26,Clothing,4,20.27,Oceania
2024-01-29,186,25,Product_41,Clothing,1,21.79,Europe
2024-06-27,575,29,Product_45,Sports,1,24.71,Asia
2023-06-23,196,19,Product_22,Home & Garden,1,28.64,North America
2023-01-29,683,10,Product_34,Toys,1,53.08,South America
2024-03-27,565,38,Product_43,Toys,2,61.08,North America
2023-05-31,180,26,Product_40,Home & Garden,1,45.94,South America
2023-07-26,229,5,Product_14,Beauty,1,81.35,South America
2023-09-28,949,7,Product_5,Beauty,2,27.69,South America
